Time,Density (kg/m³),Resin Loading (g/m²),Temperature (°C),Moisture Content (%),Press Pressure (bar),Press Time (sec),Particle Size (mm),Resin Type,IB (MPa),MOR (MPa),TS (%),Outside Temperature (°C),Sawdust Humidity (%),Curing Time (sec),Cooling Time (sec),Cutting Speed (m/min),Warehouse Humidity (%),Material Waste (%),Energy Consumption (kWh),Wood Species Mix Ratio,Resin Hardener Ratio,Press Closure Speed (mm/s),Hot Press Plate Surface Temperature (°C),Pre-press Mat Moisture Content (%),Post-press Board Cooling Rate (°C/min),Dust Extraction Efficiency (%),Resin Penetration Depth (mm),Mat Forming Consistency (%),Board Edge Integrity (rating),Trim Waste Percentage (%),Additive Dosage (g/kg),Screening Efficiency (%),Blending Time for Particles and Resin (min),Mat Pre-heating Temperature (°C),Compression Ratio,Panel Surface Roughness (μm),Formaldehyde Scavenger Addition (g/kg),Sawdust Particle Distribution Uniformity (rating)
2022-04-17,760.75,261.72,195.62,8.08,392.62,32.22,2.18,Urea-formaldehyde,0.5,20.63,15.17,22.29,5.54,157.45,50.89,96.99,46.09,2.03,981.68,0.37,0.021,16.54,195.0,7.29,4.35,98.6,1.27,99.5,Fair,4.94,4.57,81.1,6.2,88.5,2.29,46.0,0.44,Uniform
2022-08-18,792.24,224.56,189.68,8.69,328.66,25.59,2.92,Phenol-formaldehyde,0.48,36.48,18.27,28.54,13.64,77.86,32.77,84.44,37.53,4.39,625.67,0.74,0.019,14.86,207.7,9.39,2.45,90.2,1.78,97.8,Poor,3.58,18.33,98.7,12.5,84.0,2.16,59.0,2.48,Non-uniform
2022-08-15,615.28,220.34,189.4,5.97,384.32,31.57,1.69,Urea-formaldehyde,0.54,25.63,19.57,25.52,8.22,163.61,79.07,67.07,37.7,1.75,808.95,0.25,0.043,14.64,207.3,9.68,4.04,94.5,3.84,99.5,Poor,4.34,8.54,82.3,12.8,80.9,1.62,31.0,8.22,Uniform
2022-09-13,604.92,152.67,228.03,11.21,346.92,38.56,1.74,Urea-formaldehyde,0.61,35.17,12.17,17.25,14.1,117.22,33.27,65.93,30.51,2.86,1087.17,0.39,0.028,17.88,201.2,11.68,1.62,95.9,1.72,95.8,Poor,1.64,16.07,92.8,11.5,110.6,1.85,19.0,9.48,Uniform
2022-02-17,768.71,275.51,203.28,8.83,305.94,24.34,2.06,Phenol-formaldehyde,0.38,29.96,19.16,30.43,14.19,95.83,43.43,95.68,49.21,2.99,1398.44,0.81,0.035,6.5,225.2,9.48,2.0,93.5,2.39,97.8,Good,1.8,17.53,97.8,7.1,84.0,2.74,26.0,0.5,Uniform
2022-11-11,604.23,157.28,228.73,7.27,338.29,20.81,0.88,Urea-formaldehyde,0.55,24.46,17.18,26.43,7.03,82.72,40.63,53.73,31.46,2.94,852.86,0.45,0.011,9.91,225.4,6.13,4.36,91.5,3.24,95.6,Excellent,1.98,11.36,88.5,9.8,80.5,2.01,20.0,2.49,Non-uniform
2022-12-09,638.37,266.86,203.38,8.52,367.36,30.58,0.98,Melamine,0.7,36.74,12.02,31.66,14.33,88.18,54.59,68.78,39.21,3.32,1081.9,0.95,0.05,5.82,204.4,11.1,3.78,96.7,2.54,97.2,Good,1.92,16.88,88.5,6.3,93.5,2.59,15.0,8.35,Non-uniform
2022-02-02,752.09,240.41,213.83,9.86,362.9,37.1,2.04,Melamine,0.52,35.33,10.43,-1.19,9.29,65.59,71.83,62.87,31.05,2.13,635.81,0.92,0.012,14.27,203.2,6.29,2.54,95.6,1.54,96.8,Good,3.03,10.59,84.5,10.6,81.0,2.41,75.0,7.31,Non-uniform
2022-06-23,688.11,223.32,198.33,7.69,305.72,21.91,2.42,Urea-formaldehyde,0.46,36.16,11.96,7.18,14.35,153.86,81.18,81.03,48.65,2.63,763.12,0.41,0.015,12.59,188.7,11.33,1.24,96.5,3.4,97.3,Good,2.83,14.33,89.0,11.0,89.3,2.4,28.0,5.03,Non-uniform
2022-10-12,698.83,246.15,209.53,5.65,332.8,29.47,1.69,Melamine,0.7,46.0,17.37,0.16,5.34,144.96,51.46,55.21,49.13,4.96,515.02,0.18,0.038,16.85,191.4,6.14,1.53,95.3,4.71,99.6,Poor,4.05,15.15,87.2,12.7,102.3,2.72,86.0,2.97,Uniform
2022-11-11,787.19,224.45,215.62,7.3,373.36,22.76,1.7,Phenol-formaldehyde,0.51,45.34,13.41,31.32,12.75,112.36,51.7,57.42,33.62,0.96,674.52,0.39,0.018,8.76,214.2,10.33,4.87,94.2,2.0,99.5,Poor,4.26,10.02,94.8,5.2,116.4,2.14,39.0,5.05,Non-uniform
2022-08-03,614.5,126.85,190.41,7.64,320.08,20.95,2.19,Melamine,0.46,28.6,19.48,-0.14,10.1,86.57,74.23,66.81,38.95,1.21,1196.0,0.61,0.028,5.13,192.5,8.43,1.09,95.1,1.15,95.6,Good,2.15,2.98,89.3,11.0,85.1,2.75,68.0,6.15,Uniform
2022-10-17,741.43,149.91,227.25,10.43,360.11,32.36,0.98,Urea-formaldehyde,0.42,46.87,17.01,23.88,7.24,117.67,30.46,60.14,34.37,1.11,1020.9,0.99,0.045,17.42,226.9,6.92,3.66,97.5,2.77,98.2,Fair,1.95,9.64,85.6,10.8,90.3,2.33,90.0,5.68,Uniform
2022-08-19,605.08,167.23,199.31,9.43,315.54,35.85,0.73,Phenol-formaldehyde,0.77,47.98,22.78,24.64,11.6,134.63,31.2,94.52,31.46,1.84,1106.1,0.67,0.046,5.11,212.7,11.98,3.67,93.1,3.67,94.3,Fair,1.43,4.81,82.7,8.9,106.2,2.8,30.0,4.63,Non-uniform
2022-12-22,743.27,191.91,193.65,9.89,307.2,28.95,1.89,Melamine,0.66,41.72,20.83,10.08,12.59,80.34,69.9,83.8,40.22,3.29,988.32,0.72,0.015,17.38,205.5,5.9,3.78,90.3,2.58,93.8,Excellent,2.14,19.19,81.6,9.3,105.3,1.89,71.0,3.84,Non-uniform
2022-10-29,790.69,243.6,189.04,11.86,314.99,21.7,1.22,Melamine,0.42,45.57,11.62,27.05,13.92,122.89,78.91,65.57,38.73,4.4,665.89,0.24,0.045,11.66,192.6,11.21,4.58,97.3,3.58,98.9,Poor,3.27,5.46,98.3,12.1,108.9,1.91,100.0,4.67,Uniform
2022-10-16,787.74,296.06,215.85,6.1,339.3,36.51,2.44,Phenol-formaldehyde,0.77,24.88,11.48,20.44,12.56,166.43,57.77,94.61,38.63,4.65,1133.87,0.42,0.018,14.27,214.9,9.49,3.94,97.3,2.06,96.6,Excellent,2.65,14.4,83.9,9.7,92.3,1.59,39.0,3.54,Non-uniform
2022-12-27,715.96,126.81,182.23,9.97,384.79,25.73,0.59,Melamine,0.46,41.03,22.15,21.29,7.16,169.76,40.14,62.8,44.7,3.84,1232.61,0.26,0.048,9.91,226.6,8.04,4.55,92.7,2.14,96.8,Fair,4.11,11.61,84.5,7.2,106.9,2.32,99.0,8.24,Non-uniform
2022-09-27,763.66,238.37,186.92,5.85,350.57,25.96,1.62,Urea-formaldehyde,0.57,29.12,15.89,8.73,7.75,127.29,41.03,75.04,46.65,0.24,699.83,0.61,0.039,9.22,214.3,5.1,1.68,93.1,3.58,94.6,Good,2.29,19.14,81.0,6.4,116.4,2.15,80.0,3.73,Non-uniform
2022-05-06,705.16,222.33,202.09,11.41,399.8,33.38,1.98,Melamine,0.42,29.56,23.47,26.97,11.57,153.71,73.71,55.69,31.23,1.5,1070.7,0.33,0.043,17.3,190.1,9.82,1.09,94.0,2.11,91.4,Fair,0.44,8.66,91.9,9.4,98.9,2.65,72.0,2.68,Non-uniform
2022-05-15,632.71,125.63,217.82,9.81,302.97,31.87,2.53,Melamine,0.51,46.81,12.4,21.91,8.53,80.41,85.98,82.34,47.85,3.28,824.3,0.93,0.024,10.83,208.6,8.74,3.14,93.7,1.89,99.0,Good,0.65,13.09,86.4,13.4,82.4,1.85,11.0,0.4,Uniform
2022-12-20,787.76,228.99,226.21,5.53,398.92,24.57,1.08,Urea-formaldehyde,0.47,44.16,11.76,19.39,7.88,128.47,61.78,61.07,30.46,0.63,639.53,0.1,0.04,14.62,230.0,8.94,4.53,97.9,3.21,93.4,Good,0.52,10.63,81.6,7.0,110.7,2.59,37.0,2.8,Uniform
2022-07-29,743.75,273.68,194.29,10.56,392.12,38.48,1.04,Melamine,0.78,20.68,21.81,2.73,9.82,70.39,43.39,99.96,31.64,3.81,1242.05,0.23,0.04,9.3,186.5,5.79,4.4,97.9,4.62,99.5,Good,3.71,6.21,92.6,13.0,87.1,1.78,52.0,7.38,Uniform
2022-09-02,622.65,299.99,229.13,11.31,352.81,35.11,0.61,Urea-formaldehyde,0.5,46.34,16.24,32.63,12.91,67.34,89.58,98.57,32.74,4.04,775.87,0.59,0.044,11.7,203.3,5.31,3.88,92.4,3.94,92.5,Excellent,2.05,8.88,81.0,14.3,93.4,2.42,10.0,9.31,Uniform
2022-02-01,669.34,193.29,229.22,5.62,383.18,37.35,2.6,Phenol-formaldehyde,0.47,30.42,22.17,1.15,14.09,88.12,78.56,55.38,36.34,3.89,861.08,0.85,0.042,14.72,215.3,6.53,2.85,97.2,4.85,91.5,Poor,0.68,14.77,92.7,11.5,113.6,2.98,72.0,6.16,Non-uniform
2022-07-23,745.65,113.03,214.95,8.33,375.15,30.63,2.04,Urea-formaldehyde,0.42,46.23,15.86,26.77,10.08,107.42,33.16,83.61,45.05,3.42,1051.57,0.16,0.024,19.37,198.0,10.58,3.68,92.5,3.87,90.6,Good,2.81,15.96,93.2,13.5,97.5,1.52,89.0,6.36,Non-uniform
2022-09-08,603.18,266.9,180.31,6.17,369.46,29.03,2.86,Phenol-formaldehyde,0.35,23.91,16.67,-1.56,7.98,109.38,34.34,87.61,31.43,3.65,768.37,0.38,0.048,13.73,189.9,6.95,1.47,98.4,4.18,99.8,Poor,1.95,3.29,87.2,5.7,89.5,1.8,16.0,9.57,Non-uniform
2022-12-27,725.28,190.01,191.09,7.44,370.22,37.01,2.84,Melamine,0.68,48.28,18.02,19.56,8.33,172.02,81.33,85.33,37.43,0.37,722.52,0.65,0.044,5.24,212.9,6.98,4.22,98.7,4.44,90.7,Good,2.56,12.36,90.0,13.0,97.3,1.83,99.0,2.7,Non-uniform
2022-07-16,710.78,288.3,193.38,7.98,337.27,26.39,2.02,Urea-formaldehyde,0.42,25.06,15.76,27.31,13.94,99.65,77.76,87.56,31.53,0.38,1495.57,0.7,0.044,16.97,209.5,7.32,1.93,98.5,4.43,95.5,Poor,2.52,6.91,92.1,6.3,119.9,2.33,91.0,9.43,Uniform
2022-06-28,641.53,209.26,208.43,5.66,379.25,21.34,0.99,Phenol-formaldehyde,0.56,21.86,9.72,16.89,8.24,164.29,44.51,58.6,33.47,2.81,678.18,0.9,0.024,9.24,202.5,6.65,4.05,94.1,3.85,97.6,Good,3.63,9.98,85.2,13.6,99.9,2.45,79.0,4.07,Non-uniform
2022-12-27,601.16,190.18,196.91,8.88,303.76,38.95,0.96,Melamine,0.61,29.52,14.84,19.9,6.31,69.81,86.0,61.89,48.33,2.55,1297.34,0.37,0.024,18.63,199.9,10.81,2.84,95.4,3.63,99.4,Good,4.77,4.27,87.9,5.2,94.5,1.92,83.0,8.88,Non-uniform
2022-11-05,701.66,184.97,188.38,5.95,329.41,22.58,0.9,Melamine,0.44,38.82,9.88,20.18,12.16,99.05,43.12,83.62,41.06,0.43,1487.28,0.91,0.033,9.04,187.3,10.71,1.02,92.5,4.89,97.7,Fair,2.08,3.65,81.4,11.1,107.2,2.64,30.0,5.15,Uniform
2022-01-31,755.74,281.47,204.38,10.92,311.36,27.1,0.5,Melamine,0.56,34.14,17.75,21.99,9.34,106.95,45.29,94.9,42.37,0.3,843.94,0.59,0.021,10.41,186.0,5.66,1.13,96.0,4.84,95.1,Good,1.36,3.98,82.1,6.5,105.0,2.76,59.0,0.14,Non-uniform
2022-04-23,619.74,120.64,193.44,7.45,340.56,30.17,2.53,Phenol-formaldehyde,0.35,27.0,11.65,27.83,9.7,169.13,38.61,93.11,30.98,2.13,903.27,0.23,0.017,12.5,202.4,6.13,4.52,94.6,4.67,90.5,Good,3.68,6.5,86.2,12.2,113.0,2.03,95.0,9.62,Non-uniform
2022-02-08,625.43,241.1,181.71,8.22,381.19,30.41,0.51,Urea-formaldehyde,0.49,46.8,9.28,-2.6,7.11,60.52,73.41,74.8,47.11,1.8,833.87,0.31,0.022,5.21,207.4,7.92,4.31,91.3,2.8,91.7,Good,0.34,4.67,89.5,10.0,114.2,2.27,44.0,1.57,Uniform
2022-10-03,789.38,296.14,197.46,7.05,366.6,30.33,1.45,Phenol-formaldehyde,0.37,21.75,13.65,-1.07,6.08,69.3,66.35,79.18,36.63,4.52,607.28,0.13,0.045,10.07,203.7,10.14,1.13,97.6,2.53,97.9,Excellent,0.69,1.6,84.5,11.3,96.7,2.7,80.0,8.01,Uniform
2022-06-24,730.99,159.76,211.69,5.02,357.89,31.84,1.92,Melamine,0.68,37.69,14.4,27.96,11.49,144.31,36.09,66.29,41.61,4.2,1129.7,0.75,0.032,13.96,214.5,6.42,3.19,95.0,3.6,99.4,Fair,1.5,12.14,80.1,5.2,86.1,2.9,63.0,1.51,Non-uniform
2022-08-22,692.91,261.92,227.94,7.39,350.11,23.8,2.37,Melamine,0.56,48.82,23.79,23.79,5.09,81.83,37.02,99.48,31.82,0.45,543.16,0.77,0.031,8.79,198.1,8.22,1.42,91.9,1.13,99.6,Excellent,4.64,16.92,81.4,10.5,94.2,2.46,45.0,1.79,Uniform
2022-03-23,720.36,220.55,217.84,7.79,397.03,37.84,1.99,Phenol-formaldehyde,0.7,40.46,15.07,14.36,5.83,155.33,64.68,60.56,34.28,4.69,1342.79,0.31,0.016,11.96,200.6,7.71,2.35,91.2,3.66,98.8,Fair,1.74,0.99,98.1,6.6,113.2,2.48,20.0,2.62,Uniform
2022-04-16,679.68,224.81,180.69,8.28,337.0,25.07,1.26,Phenol-formaldehyde,0.53,43.01,12.76,32.06,14.98,84.32,65.71,74.74,45.2,1.78,654.83,0.86,0.02,17.91,186.9,6.99,3.71,97.2,1.53,91.7,Poor,2.52,3.04,80.6,11.8,105.8,1.79,62.0,1.73,Non-uniform
2022-08-20,789.33,197.06,221.21,10.3,334.88,27.79,2.67,Urea-formaldehyde,0.4,41.26,20.12,-4.92,6.74,176.09,61.71,50.82,31.49,1.15,1325.45,0.37,0.042,17.99,180.3,11.9,3.04,92.8,3.42,98.7,Excellent,4.29,6.01,81.2,10.4,114.9,2.34,73.0,4.71,Uniform
2022-08-04,798.81,124.18,185.28,7.15,334.42,39.4,1.56,Melamine,0.78,35.2,20.99,-0.43,11.03,65.47,79.73,73.58,43.06,2.67,958.66,0.49,0.049,13.55,214.4,7.74,1.88,95.5,2.32,94.6,Poor,2.04,9.32,93.5,13.0,110.1,2.73,68.0,0.68,Non-uniform
2022-01-26,606.46,299.43,188.38,8.87,370.3,24.3,1.97,Melamine,0.42,46.32,14.91,30.11,9.58,145.34,81.5,61.5,40.81,0.27,1302.26,0.75,0.013,5.18,214.5,5.59,4.09,93.8,3.52,97.3,Fair,0.04,12.63,86.4,12.7,115.8,1.51,22.0,5.1,Non-uniform
2022-02-26,728.07,153.49,189.47,8.39,392.15,28.74,1.29,Phenol-formaldehyde,0.41,27.88,19.62,19.83,10.74,108.82,88.85,89.22,30.59,3.76,1351.1,0.52,0.034,6.97,218.7,9.45,3.85,93.3,2.6,96.3,Excellent,3.56,0.74,84.0,10.5,93.5,2.4,78.0,9.61,Uniform
2022-03-28,733.19,144.12,196.76,10.46,331.23,39.93,1.65,Urea-formaldehyde,0.35,37.05,16.16,21.84,14.87,126.79,86.86,54.22,35.36,4.4,1388.19,0.51,0.025,12.24,222.6,9.74,3.67,93.4,3.87,98.6,Excellent,3.0,6.34,86.2,10.8,88.9,2.7,55.0,1.35,Non-uniform
2022-03-08,741.45,288.19,223.32,11.28,362.97,27.68,1.71,Phenol-formaldehyde,0.36,23.93,22.92,33.38,9.81,74.03,37.99,93.42,49.17,1.57,1225.48,0.72,0.04,9.62,218.0,7.12,3.92,95.2,2.56,99.6,Excellent,0.22,7.05,90.4,8.2,92.2,2.97,22.0,5.17,Uniform
2022-03-11,780.95,254.7,180.94,9.76,396.41,35.19,1.47,Melamine,0.73,30.43,8.46,13.63,9.63,163.06,79.01,89.18,35.0,2.61,789.03,0.93,0.033,10.52,191.0,11.3,3.55,90.3,1.33,98.1,Excellent,1.56,18.97,96.4,8.6,112.6,2.92,73.0,6.44,Uniform
2022-04-20,762.46,175.37,206.11,11.36,324.36,24.62,1.32,Urea-formaldehyde,0.46,38.95,10.04,-4.3,9.73,121.92,84.32,90.27,33.51,4.16,1209.54,0.3,0.014,6.89,220.5,9.55,2.0,93.0,2.9,94.0,Fair,1.0,10.61,95.3,11.3,90.3,2.0,95.0,3.27,Non-uniform
2022-06-08,689.61,189.39,219.63,10.52,311.14,34.62,1.59,Urea-formaldehyde,0.58,47.17,14.17,2.16,8.41,71.61,59.35,51.18,44.43,1.03,1121.84,0.95,0.012,16.98,215.9,11.57,3.51,97.3,1.74,97.8,Poor,3.39,3.12,83.9,10.4,89.0,2.1,45.0,2.9,Non-uniform
2022-09-08,778.3,218.08,206.9,7.21,353.0,38.78,2.08,Melamine,0.79,30.27,12.69,20.94,11.08,167.98,75.77,70.79,38.91,1.91,1276.22,0.35,0.03,14.43,223.5,10.05,4.75,97.7,2.6,95.2,Good,0.57,1.31,86.6,8.3,97.9,1.69,75.0,1.38,Uniform
2022-12-23,632.67,176.89,201.95,8.96,367.01,34.53,0.83,Phenol-formaldehyde,0.35,30.02,24.38,7.55,11.65,101.99,82.34,86.3,45.12,2.91,1426.08,0.5,0.039,9.03,214.5,8.82,2.92,94.1,3.64,99.0,Excellent,4.94,19.7,86.5,6.7,83.2,1.59,89.0,8.32,Non-uniform
2022-06-10,751.33,234.02,205.18,6.3,314.27,39.04,2.26,Urea-formaldehyde,0.75,33.86,22.76,15.3,10.74,72.25,70.5,92.09,39.5,0.0,783.86,0.31,0.035,16.45,209.7,5.43,2.07,98.2,2.6,95.5,Fair,3.52,0.82,87.8,11.2,98.4,2.13,59.0,7.05,Uniform
2022-03-16,699.07,289.45,184.96,6.96,326.86,32.66,0.79,Melamine,0.73,25.84,8.14,24.28,5.25,138.36,31.28,62.68,43.78,0.81,823.08,0.24,0.023,6.99,203.3,10.14,4.37,97.3,1.52,90.9,Poor,2.88,18.26,91.5,12.5,83.4,1.72,67.0,7.41,Non-uniform
2022-12-17,656.84,162.33,218.46,10.44,333.74,29.28,1.35,Urea-formaldehyde,0.66,46.76,13.01,22.22,11.79,99.23,62.25,77.73,46.18,3.07,869.74,0.77,0.041,19.65,213.1,11.24,2.05,92.0,1.2,97.0,Excellent,3.33,11.24,85.5,11.7,117.2,2.07,89.0,8.2,Non-uniform
2022-09-27,784.88,173.41,189.17,9.6,365.7,38.82,0.65,Phenol-formaldehyde,0.42,35.6,18.38,14.02,10.43,132.05,35.29,88.65,36.09,2.89,645.17,0.3,0.01,15.2,201.4,7.16,1.69,97.3,1.83,97.3,Good,2.81,7.52,87.6,10.8,103.8,1.67,47.0,4.06,Non-uniform
2022-08-18,784.59,104.83,197.0,11.81,327.57,34.66,1.81,Urea-formaldehyde,0.53,46.62,14.21,12.3,13.14,108.84,45.97,66.93,46.26,4.74,979.84,0.86,0.023,6.72,194.3,9.42,3.81,93.9,1.71,95.1,Excellent,2.24,6.99,81.9,13.8,96.2,2.83,68.0,9.02,Uniform
2022-08-05,784.52,259.49,218.17,8.6,324.03,22.82,0.65,Urea-formaldehyde,0.6,34.16,23.5,11.46,8.88,146.82,59.09,80.6,34.11,1.12,1259.14,0.71,0.032,5.56,215.8,11.52,1.91,90.7,2.09,96.0,Excellent,4.87,16.92,83.3,11.7,96.8,1.92,30.0,0.9,Uniform
2022-12-26,744.85,187.85,212.22,11.43,381.2,29.45,1.91,Urea-formaldehyde,0.4,36.5,17.48,16.96,8.22,96.81,59.32,58.03,39.3,3.77,511.54,0.31,0.018,16.07,197.0,11.83,3.42,94.8,2.07,96.3,Excellent,4.73,4.9,85.3,7.5,86.8,1.79,40.0,0.39,Uniform
2022-10-24,718.27,253.03,216.99,9.51,387.83,32.95,1.8,Phenol-formaldehyde,0.66,41.6,8.75,2.47,13.24,103.11,40.05,95.86,33.0,2.86,565.62,0.22,0.014,5.01,185.1,5.26,4.64,91.2,2.14,98.4,Fair,4.5,1.98,86.0,9.0,82.2,2.46,95.0,3.35,Non-uniform
2022-02-17,785.65,263.63,189.77,6.79,349.12,34.37,0.61,Phenol-formaldehyde,0.59,38.66,23.36,10.2,11.26,109.99,66.09,86.67,33.35,0.57,1359.78,0.92,0.01,6.29,222.6,7.37,1.02,94.3,3.57,95.8,Poor,1.04,9.14,82.2,8.2,91.2,2.18,41.0,7.47,Non-uniform
2022-09-24,738.92,227.43,226.02,10.04,303.83,27.96,2.84,Phenol-formaldehyde,0.74,37.0,21.4,29.88,12.09,73.22,74.25,51.37,44.74,2.1,689.82,0.52,0.033,13.04,227.8,10.06,1.6,94.9,4.46,95.9,Poor,3.17,2.14,96.7,7.7,82.1,1.95,22.0,6.92,Non-uniform
2022-01-17,778.86,218.08,216.87,8.3,394.98,35.26,2.85,Urea-formaldehyde,0.65,24.05,22.47,27.36,5.77,99.06,74.03,71.71,45.75,2.78,799.02,0.73,0.015,14.06,212.7,8.75,3.19,93.9,1.01,97.2,Excellent,3.35,14.15,88.4,13.9,112.9,1.61,70.0,2.86,Uniform
2022-03-13,638.47,240.68,216.39,8.4,339.71,37.45,1.77,Melamine,0.42,41.33,20.46,12.98,7.79,173.35,36.89,65.72,39.16,4.94,1362.11,0.53,0.029,9.48,214.3,8.0,1.95,96.4,4.53,91.8,Good,0.68,4.09,90.4,12.0,110.6,1.52,19.0,7.57,Non-uniform
2022-02-20,791.62,153.36,223.37,8.58,395.68,32.13,2.36,Melamine,0.37,36.74,9.66,14.24,5.87,151.79,76.98,55.24,34.1,3.4,504.5,0.89,0.038,17.81,207.5,7.78,1.2,97.5,4.59,91.6,Poor,0.8,7.09,93.1,5.1,118.4,2.98,74.0,4.2,Non-uniform
2022-07-19,690.9,193.5,180.04,9.06,307.29,22.46,0.62,Urea-formaldehyde,0.43,32.45,22.77,30.99,14.83,70.37,81.34,69.3,47.07,0.18,750.42,0.75,0.024,19.53,191.8,10.21,1.25,95.4,1.17,92.3,Good,2.49,4.02,94.7,11.9,81.1,2.29,45.0,0.45,Non-uniform
2022-05-06,736.21,225.0,184.59,9.33,399.76,31.92,2.13,Melamine,0.45,39.41,9.08,26.93,7.58,69.92,42.48,57.02,37.8,0.53,767.7,0.49,0.03,9.86,185.6,10.09,1.42,98.8,2.94,99.2,Excellent,1.44,18.74,95.9,14.1,80.1,1.75,68.0,8.59,Uniform
2022-10-15,741.01,165.73,222.04,7.48,364.44,24.76,0.96,Urea-formaldehyde,0.77,42.61,20.64,22.24,12.11,129.71,32.73,51.02,40.32,4.22,745.48,0.33,0.028,18.66,207.8,6.62,4.94,94.6,4.96,97.5,Poor,4.8,8.61,89.1,10.2,115.4,2.45,96.0,0.47,Non-uniform
2022-05-11,602.61,219.35,197.41,9.73,376.78,31.03,2.06,Melamine,0.43,27.62,10.06,24.49,6.52,119.0,63.26,50.92,47.97,4.08,737.05,0.71,0.046,9.11,215.1,6.22,2.3,93.6,4.2,95.9,Poor,2.84,6.46,84.3,13.6,91.9,1.76,15.0,4.44,Non-uniform
2022-02-01,788.61,253.15,211.88,7.12,354.72,33.37,1.24,Melamine,0.51,38.51,23.65,13.31,13.09,128.5,40.27,98.85,36.81,4.12,554.66,0.65,0.026,5.61,217.4,7.28,1.08,91.2,3.92,92.2,Fair,0.23,11.86,81.7,5.8,114.0,2.6,37.0,5.39,Uniform
2022-09-12,695.25,103.61,189.38,9.44,362.45,34.62,1.3,Melamine,0.35,44.22,17.85,30.21,13.45,158.15,44.57,77.3,48.43,0.85,1324.4,0.48,0.012,16.65,197.5,7.15,4.28,93.9,2.62,96.3,Excellent,4.7,15.16,80.6,6.5,92.1,1.73,52.0,9.34,Non-uniform
2022-06-11,664.03,167.88,212.07,9.72,390.17,31.4,2.54,Melamine,0.42,24.6,19.55,30.18,14.54,72.01,73.12,58.19,30.0,3.06,1330.69,0.89,0.048,7.53,220.4,9.98,2.07,94.4,3.53,98.1,Fair,0.47,5.25,88.9,14.4,88.7,2.1,85.0,8.14,Non-uniform
2022-09-01,689.91,283.81,193.2,11.78,358.4,36.92,2.25,Melamine,0.77,36.32,11.44,5.95,13.2,155.32,66.08,60.25,41.97,2.14,817.62,0.87,0.048,14.89,182.8,9.53,2.12,91.5,2.75,95.8,Excellent,4.45,10.75,82.6,13.6,86.2,2.82,48.0,6.69,Non-uniform
2022-08-29,714.09,215.77,213.66,6.4,375.45,27.64,1.94,Urea-formaldehyde,0.4,37.07,23.36,13.17,8.19,101.21,38.29,59.63,31.76,2.3,1274.26,0.61,0.023,19.57,210.9,8.94,2.99,96.0,2.66,98.7,Good,3.24,19.32,85.4,8.6,102.6,2.65,42.0,7.1,Non-uniform
2022-01-16,637.67,109.39,226.65,8.96,379.07,28.73,0.64,Melamine,0.41,46.74,19.48,13.78,9.43,103.64,68.42,89.66,42.32,1.54,1035.62,0.88,0.041,18.41,222.0,7.77,3.94,93.0,4.0,98.0,Good,3.26,2.27,84.8,8.2,80.4,2.7,71.0,5.47,Uniform
2022-06-14,796.8,222.38,190.26,6.37,305.77,29.22,2.51,Urea-formaldehyde,0.46,32.32,8.71,7.62,5.5,80.21,33.9,95.1,36.2,4.87,1411.92,0.8,0.011,13.76,206.1,5.74,1.46,96.0,4.93,91.3,Fair,3.08,9.31,83.9,12.9,81.8,1.95,57.0,6.39,Non-uniform
2022-11-27,608.78,289.84,204.88,8.98,309.24,30.07,0.87,Phenol-formaldehyde,0.69,24.76,12.53,13.43,8.65,111.92,76.05,78.01,49.07,4.56,787.31,0.42,0.033,7.19,217.2,7.87,4.94,91.2,2.09,93.0,Good,4.33,14.51,89.0,5.8,81.1,1.82,26.0,3.64,Non-uniform
2022-04-15,725.47,189.05,210.04,10.29,344.56,21.96,0.61,Melamine,0.67,32.06,13.91,31.87,6.71,155.1,52.57,95.93,38.58,1.48,1162.66,0.58,0.048,8.56,228.6,10.06,4.18,93.3,1.26,94.7,Excellent,2.46,12.71,98.2,10.5,100.1,2.87,82.0,2.69,Uniform
2022-12-11,749.88,233.87,184.8,9.75,364.37,29.62,2.8,Melamine,0.64,37.77,14.55,0.06,6.74,147.75,42.92,59.84,37.65,3.28,865.23,0.24,0.028,12.91,225.8,10.31,1.88,95.7,2.43,98.7,Excellent,1.48,12.27,84.4,8.1,93.9,2.98,83.0,9.58,Uniform
2022-10-05,608.0,247.6,204.17,8.09,362.89,20.42,1.82,Phenol-formaldehyde,0.39,46.64,10.74,26.5,9.95,101.1,39.57,53.45,44.96,4.79,1153.8,0.33,0.039,14.25,222.1,9.51,3.02,93.5,1.34,96.6,Excellent,4.91,12.62,82.1,7.8,99.8,2.46,81.0,0.38,Non-uniform
2022-07-22,637.81,154.9,211.37,6.13,325.41,20.92,2.15,Melamine,0.47,22.14,19.86,-4.5,7.29,67.21,60.96,82.42,42.78,3.75,651.92,0.35,0.04,9.65,211.9,9.05,2.68,95.8,3.27,96.1,Excellent,2.8,13.85,93.5,14.5,102.8,2.41,37.0,1.68,Non-uniform
2022-01-22,692.67,293.0,217.86,5.65,352.61,33.37,0.81,Melamine,0.36,21.82,16.5,-0.99,8.27,75.24,43.43,60.81,49.22,4.45,759.83,0.93,0.034,15.87,193.3,11.02,4.71,90.9,3.93,97.5,Fair,4.0,13.46,89.2,6.3,119.2,2.66,90.0,0.72,Non-uniform
